time [s]	line [1]	track/ direction [1]	loc. (actual) [km]	loc. (target) [km]	way (actual) [km]	way (target) [km]	speed (actual) [km/h]	speed (target) [km/h]	voltage [V]	current [A]	track-earth voltage [V]	energy input [kWh]	energy balance [kWh]	usable braking energy [kWh]	used braking energy [kWh]	recuperated braking energy [kWh]	energy braking resistor [kWh]	state [1]	tractive effort (actual) [kN]	tractive effort (target) [kN]	line and running resistance [kN]	acceleration (actual) [m/(s*s)]	acceleration (target) [m/(s*s)]	desired speed [km/h]	train configuration [1]	utilization rate [%]	
3934.000000	      2.0000000	      2.0000000	      9.3400002	      9.3400002	      0.0000000	      0.0000000	      0.2000000	      0.2000000	    781.0368042	     34.6974754	     -1.4523343	      0.0150556	      0.0150556	      0.0000000	      0.0000000	      0.0000000	      0.0000000	     15.0000000	      0.0000000	      0.0000000	      0.0000000	      0.0000000	      0.0000000	      0.0000000	      2.0000000	    100.0000000	
3936.000000	      2.0000000	      2.0000000	      9.3398886	      9.3400002	      0.0001111	      0.0000000	      0.2000000	      0.2000000	    782.6817017	     35.9432793	     -2.1284158	      0.0306845	      0.0306845	      0.0000000	      0.0000000	      0.0000000	      0.0000000	     30.0000000	      1.1677024	      0.0000000	      1.1677024	      0.0000000	      0.0000000	      0.2000000	      2.0000000	    100.0000000	
3938.000000	      2.0000000	      2.0000000	      9.3397779	      9.3400002	      0.0002222	      0.0000000	      0.2000000	      0.2000000	    782.2205811	     35.9645538	     -2.1975136	      0.0463135	      0.0463135	      0.0000000	      0.0000000	      0.0000000	      0.0000000	     30.0000000	      1.1677024	      0.0000000	      1.1677024	      0.0000000	      0.0000000	      0.2000000	      2.0000000	    100.0000000	
3940.000000	      2.0000000	      2.0000000	      9.3385553	      9.3400002	      0.0014444	      0.0000000	      4.1999998	      4.1999998	    775.5292358	     96.8204193	     -1.4368250	      0.0880286	      0.0880286	      0.0000000	      0.0000000	      0.0000000	      0.0000000	     20.0000000	     33.3615913	      0.0000000	      1.1677024	      0.5555556	      0.0000000	      4.1999998	      2.0000000	    100.0000000	
3942.000000	      2.0000000	      2.0000000	      9.3344440	      9.3400002	      0.0055556	      0.0000000	     10.6000004	     10.6000004	    769.7356567	    232.1544647	     -0.5094694	      0.1873050	      0.1873050	      0.0000000	      0.0000000	      0.0000000	      0.0000000	     20.0000000	     52.7180214	      0.0000000	      1.2077984	      0.8888889	      0.0000000	     10.6000004	      2.0000000	    100.0000000	
3944.000000	      2.0000000	      2.0000000	      9.3270273	      9.3310003	      0.0129722	      0.0090000	     16.1000004	     16.1000004	    765.5225220	    306.2027588	      0.6986482	      0.3175300	      0.3175300	      0.0000000	      0.0000000	      0.0000000	      0.0000000	     20.0000000	     45.5625114	      0.0000000	      1.2959136	      0.7638889	      0.0000000	     16.1000004	      2.0000000	    100.0000000	
3946.000000	      2.0000000	      2.0000000	      9.3173056	      9.3210001	      0.0226944	      0.0190000	     18.8999996	     18.8999996	    768.6867676	    214.2063141	      2.0002067	      0.4090065	      0.4090065	      0.0000000	      0.0000000	      0.0000000	      0.0000000	     20.0000000	     23.9309216	      0.0000000	      1.3951997	      0.3888889	      0.0000000	     18.8999996	      2.0000000	    100.0000000	
3948.000000	      2.0000000	      2.0000000	      9.3063889	      9.3090000	      0.0336111	      0.0310000	     20.3999996	     20.3999996	    769.5198975	    146.9785919	      1.2662126	      0.4718415	      0.4718415	      0.0000000	      0.0000000	      0.0000000	      0.0000000	     20.0000000	     13.5268202	      0.0000000	      1.4541116	      0.2083333	      0.0000000	     20.3999996	      2.0000000	    100.0000000	
3950.000000	      2.0000000	      2.0000000	      9.2943888	      9.2969999	      0.0456111	      0.0430000	     22.7999992	     22.7999992	    772.7026367	    233.5398407	      0.2863653	      0.5720953	      0.5720953	      0.0000000	      0.0000000	      0.0000000	      0.0000000	     20.0000000	     21.9418068	      0.0000000	      2.6254735	      0.3333333	      0.0000000	     22.7999992	      2.0000000	    100.0000000	
3952.000000	      2.0000000	      2.0000000	      9.2808609	      9.2849998	      0.0591389	      0.0550000	     25.8999996	     25.8999996	    769.6578369	    332.3643188	      1.2436047	      0.7142102	      0.7142102	      0.0000000	      0.0000000	      0.0000000	      0.0000000	     20.0000000	     29.5832844	      0.0000000	      4.6330199	      0.4305556	      0.0000000	     25.8999996	      2.0000000	    100.0000000	
3954.000000	      2.0000000	      2.0000000	      9.2653055	      9.2700005	      0.0746944	      0.0700000	     30.1000004	     30.1000004	    765.9602661	    497.6317139	      1.6732701	      0.9259691	      0.9259691	      0.0000000	      0.0000000	      0.0000000	      0.0000000	     20.0000000	     40.4670830	      0.0000000	      6.6634989	      0.5833333	      0.0000000	     30.1000004	      2.0000000	    100.0000000	
3956.000000	      2.0000000	      2.0000000	      9.2486668	      9.2530003	      0.0913333	      0.0870000	     29.7999992	     29.7999992	    781.6146240	    118.1448135	      1.2538086	      0.9772711	      0.9772711	      0.0000000	      0.0000000	      0.0000000	      0.0000000	     50.0000000	      4.0964465	      0.0000000	      6.5109882	     -0.0416667	      0.0000000	     29.7999992	      2.0000000	    100.0000000	
3958.000000	      2.0000000	      2.0000000	      9.2321663	      9.2360001	      0.1078333	      0.1040000	     29.6000004	     29.6000004	    787.2515869	    119.9966354	      6.5635457	      1.0297531	      1.0297531	      0.0000000	      0.0000000	      0.0000000	      0.0000000	     50.0000000	      4.3639235	      0.0000000	      5.9736180	     -0.0277778	      0.0000000	     29.6000004	      2.0000000	    100.0000000	
3960.000000	      2.0000000	      2.0000000	      9.2158890	      9.2189999	      0.1241111	      0.1210000	     29.0000000	     29.0000000	    783.6018066	     82.1349335	      1.4167409	      1.0655093	      1.0655093	      0.0000000	      0.0000000	      0.0000000	      0.0000000	     50.0000000	      1.1074895	      0.0000000	      5.9365726	     -0.0833333	      0.0000000	     29.0000000	      2.0000000	    100.0000000	
3962.000000	      2.0000000	      2.0000000	      9.1999722	      9.2040005	      0.1400278	      0.1360000	     28.2999992	     28.2999992	    783.0628052	     72.4941254	     -0.9594755	      1.0970467	      1.0970467	      0.0000000	      0.0000000	      0.0000000	      0.0000000	     50.0000000	      0.2849206	      0.0000000	      5.9188514	     -0.0972222	      0.0000000	     28.2999992	      2.0000000	    100.0000000	
3964.000000	      2.0000000	      2.0000000	      9.1842499	      9.1890001	      0.1557500	      0.1510000	     28.2999992	     28.2999992	    782.8487549	    101.0188370	     -0.6705680	      1.1409814	      1.1409814	      0.0000000	      0.0000000	      0.0000000	      0.0000000	     30.0000000	      5.8985038	      0.0000000	      5.8985038	      0.0000000	      0.0000000	     28.2999992	      2.0000000	    100.0000000	
3966.000000	      2.0000000	      2.0000000	      9.1695004	      9.1770000	      0.1705000	      0.1630000	     24.7999992	     24.7999992	    806.0357666	   -125.0715179	     -3.5834920	      1.1409814	      1.0849748	      0.0710625	      0.0710623	      0.0560067	      0.0000003	     50.0000000	    -22.2711487	      0.0000000	      5.8985038	     -0.4861111	      0.0000000	     24.7999992	      2.0000000	    100.0000000	
3968.000000	      2.0000000	      2.0000000	      9.1571112	      9.1660004	      0.1828889	      0.1740000	     19.7999992	     19.7999992	    843.4015503	   -171.3010406	     -8.0294352	      1.1409814	      1.0047106	      0.1664531	      0.1663820	      0.1362709	      0.0000711	     50.0000000	    -34.4403038	      0.0000000	      5.8020577	     -0.6944444	      0.0000000	     19.7999992	      2.0000000	    100.0000000	
3970.000000	      2.0000000	      2.0000000	      9.1467781	      9.1580000	      0.1932222	      0.1820000	     17.3999996	     17.3999996	    841.1296387	    -31.5777664	     -6.8061543	      1.1409814	      0.9899544	      0.1962746	      0.1961937	      0.1510270	      0.0000809	     50.0000000	    -13.6367559	      0.0000000	      5.6795774	     -0.3333333	      0.0000000	     17.3999996	      2.0000000	    100.0000000	
3972.000000	      2.0000000	      2.0000000	      9.1371946	      9.1490002	      0.2028055	      0.1910000	     17.1000004	     17.1000004	    788.9982300	    103.3435059	     -1.4437764	      1.1862803	      1.0352532	      0.1962746	      0.1961937	      0.1510270	      0.0000809	     50.0000000	      4.8012934	      0.0000000	      7.2158351	     -0.0416667	      0.0000000	     17.1000004	      2.0000000	    100.0000000	
3974.000000	      2.0000000	      2.0000000	      9.1277504	      9.1400003	      0.2122500	      0.2000000	     16.8999996	     16.8999996	    786.6217041	    131.4783020	     -0.7079818	      1.2437378	      1.0927109	      0.1962746	      0.1961937	      0.1510270	      0.0000809	     50.0000000	      8.7855072	      0.0000000	     10.3952017	     -0.0277778	      0.0000000	     16.8999996	      2.0000000	    100.0000000	
3976.000000	      2.0000000	      2.0000000	      9.1182222	      9.1309996	      0.2217778	      0.2090000	     17.3999996	     17.3999996	    785.3776855	    164.0401154	     -0.7008378	      1.3153120	      1.1642849	      0.1962746	      0.1961937	      0.1510270	      0.0000809	     20.0000000	     18.0084858	      0.0000000	     13.9842501	      0.0694444	      0.0000000	     17.3999996	      2.0000000	    100.0000000	
3978.000000	      2.0000000	      2.0000000	      9.1085835	      9.1219997	      0.2314167	      0.2180000	     17.2999992	     17.2999992	    784.0715332	    191.0027313	     -1.0035392	      1.3985119	      1.2474848	      0.1962746	      0.1961937	      0.1510270	      0.0000809	     50.0000000	     16.7829800	      0.0000000	     17.5878277	     -0.0138889	      0.0000000	     17.2999992	      2.0000000	    100.0000000	
3980.000000	      2.0000000	      2.0000000	      9.0988331	      9.1129999	      0.2411667	      0.2270000	     17.7999992	     17.7999992	    784.1864624	    198.8201294	      0.0030314	      1.4851297	      1.3341026	      0.1962746	      0.1961937	      0.1510270	      0.0000809	     20.0000000	     22.3435764	      0.0000000	     18.3193398	      0.0694444	      0.0000000	     17.7999992	      2.0000000	    100.0000000	
